CPU_Usage,Internal_Temp,External_Temp,External_Humidity,Power_Draw,Solar_Wind,Grid_Price,Occupancy,Day,Hour,Active_Users,AI_Task_Load,Event
45.5,37.7,29.7,79.0,110.0,0.0,0.1,4,Saturday,0,918204.7,1,Normal
29.2,33.4,38.0,78.3,125.0,1.8,0.1,9,Saturday,1,663841.5,0,Heatwave
49.6,42.0,33.7,69.7,110.0,11.0,0.2,1,Saturday,2,874351.8,0,Normal
58.0,42.0,41.1,91.4,121.8,1.7,0.1,6,Saturday,3,1144334.8,0,Normal
33.2,32.9,32.3,72.1,125.0,12.4,0.1,4,Saturday,4,720325.2,0,Heatwave
37.3,36.2,40.2,87.5,110.0,3.3,0.1,6,Saturday,5,903098.7,0,Normal
34.8,34.8,33.3,66.4,110.0,20.1,0.1,2,Saturday,6,803774.3,0,Normal
65.4,40.4,26.1,67.8,130.0,31.4,0.1,2,Saturday,7,1326302.0,1,AI_Demand_High
78.8,42.0,26.0,83.6,164.5,11.6,0.2,18,Saturday,8,1574470.3,1,Normal
54.6,38.6,27.8,90.1,110.0,16.6,0.2,16,Saturday,9,1236319.5,0,Normal
100.0,42.0,34.8,91.2,220.0,28.4,0.2,17,Saturday,10,2000000.0,1,AI_Demand_High
50.9,37.5,24.2,85.7,110.0,43.3,0.2,15,Saturday,11,853504.6,1,Normal
100.0,42.0,42.8,71.0,180.1,38.5,0.2,12,Saturday,12,2238589.6,0,Normal
52.1,41.7,33.5,70.9,110.0,27.7,0.2,19,Saturday,13,1046580.6,0,Normal
88.3,42.0,42.8,91.4,175.4,22.4,0.2,12,Saturday,14,1776646.3,1,Normal
100.0,42.0,19.3,68.4,201.7,18.9,0.2,19,Saturday,15,2093266.5,1,Power_Spike
100.0,42.0,27.3,85.6,179.2,23.5,0.2,22,Saturday,16,2439788.0,1,Normal
94.6,42.0,18.6,81.0,161.4,26.7,0.2,12,Saturday,17,1631753.5,0,Power_Spike
25.0,31.0,31.4,67.6,125.0,25.9,0.2,4,Saturday,18,553112.0,0,Heatwave
42.4,34.1,41.3,78.2,135.0,12.6,0.2,6,Saturday,19,499744.0,1,Power_Spike
67.7,42.0,25.0,83.4,159.2,4.5,0.2,1,Saturday,20,1253966.0,0,Heatwave
78.6,42.0,29.8,90.8,135.0,16.0,0.2,9,Saturday,21,1347878.7,0,Power_Spike
42.1,35.6,21.2,90.9,110.0,13.0,0.2,7,Saturday,22,807788.1,0,Normal
66.6,42.0,29.3,77.2,145.5,0.0,0.1,1,Saturday,23,1375144.4,1,Normal
45.1,42.0,40.6,68.2,110.0,0.0,0.1,2,Sunday,0,924736.4,0,Normal
25.0,30.0,34.8,94.9,110.0,7.1,0.1,5,Sunday,1,500000.0,0,Maintenance
65.3,42.0,37.9,69.4,128.6,4.3,0.1,3,Sunday,2,1332881.2,0,Normal
66.8,42.0,27.4,80.5,137.3,8.9,0.1,1,Sunday,3,1218903.0,0,Normal
54.3,39.2,43.5,72.9,135.0,2.9,0.1,5,Sunday,4,862329.3,1,Power_Spike
27.8,32.2,37.2,80.3,110.0,7.8,0.1,8,Sunday,5,548713.2,0,Normal
25.0,27.6,29.4,74.1,110.0,17.0,0.1,1,Sunday,6,531822.9,0,Normal
41.2,37.6,29.5,91.9,110.0,12.1,0.1,6,Sunday,7,780955.0,0,Normal
58.7,42.0,42.8,94.1,133.8,11.8,0.2,12,Sunday,8,1200641.0,0,Normal
59.8,39.8,33.6,77.3,135.0,24.4,0.2,19,Sunday,9,1008783.1,0,Power_Spike
70.0,42.0,37.1,67.1,152.5,23.9,0.2,16,Sunday,10,1191459.4,0,Maintenance
79.6,42.0,29.3,84.9,149.3,32.3,0.2,14,Sunday,11,1479858.9,1,Normal
84.7,42.0,24.0,76.3,153.7,41.0,0.2,23,Sunday,12,1765605.4,1,Normal
56.6,36.9,37.5,94.6,130.0,23.9,0.2,23,Sunday,13,807518.4,1,AI_Demand_High
39.1,35.5,34.4,67.7,110.0,26.6,0.2,23,Sunday,14,718286.4,0,Normal
68.2,42.0,31.5,68.6,135.0,32.7,0.2,19,Sunday,15,986978.2,0,Power_Spike
85.4,42.0,38.0,76.0,196.6,23.1,0.2,21,Sunday,16,1911312.0,0,Heatwave
71.1,42.0,23.6,87.8,149.5,21.1,0.2,19,Sunday,17,1301440.4,1,Normal
56.3,38.2,39.4,79.1,130.0,2.4,0.2,3,Sunday,18,952913.6,1,AI_Demand_High
45.5,42.0,43.6,73.3,110.0,11.9,0.2,7,Sunday,19,805172.3,0,Maintenance
75.3,42.0,42.1,74.3,145.7,8.2,0.2,1,Sunday,20,1189114.5,0,Normal
62.0,42.0,26.7,75.1,139.9,3.8,0.1,3,Sunday,21,1204754.6,0,Normal
45.0,30.0,29.0,71.8,130.0,12.2,0.1,7,Sunday,22,550683.8,1,AI_Demand_High
36.6,42.0,38.0,80.5,125.0,0.0,0.1,3,Sunday,23,997232.6,1,Heatwave
56.1,42.0,34.1,67.0,110.0,0.0,0.2,7,Monday,0,955703.7,0,Normal
40.4,34.1,32.8,77.2,110.0,4.4,0.0,3,Monday,1,970262.3,1,Normal
44.0,42.0,43.0,87.4,110.0,4.6,0.1,3,Monday,2,999935.3,0,Normal
67.6,42.0,32.5,65.1,136.1,3.2,0.2,2,Monday,3,1091719.3,0,Power_Spike
45.1,35.3,31.9,91.3,110.0,15.4,0.1,5,Monday,4,732014.5,1,Normal
35.7,27.0,19.1,86.2,110.0,14.9,0.1,1,Monday,5,621630.1,0,Normal
63.3,42.0,19.9,67.2,147.3,20.7,0.1,4,Monday,6,1284275.3,0,Normal
25.0,27.0,18.2,91.8,110.0,19.2,0.1,4,Monday,7,396342.1,0,Normal
100.0,42.0,42.7,79.6,197.4,29.9,0.2,21,Monday,8,1827264.4,0,Power_Spike
43.8,38.6,35.0,74.6,125.0,25.3,0.2,14,Monday,9,859007.5,0,Heatwave
100.0,42.0,30.7,91.5,186.7,15.9,0.2,16,Monday,10,2025286.9,1,Normal
75.4,42.0,40.8,91.4,152.5,24.4,0.2,15,Monday,11,1391929.5,1,Normal
100.0,42.0,34.4,77.3,205.6,25.1,0.2,19,Monday,12,2000000.0,1,AI_Demand_High
59.1,42.0,34.5,72.1,110.0,25.7,0.2,22,Monday,13,1123417.1,1,Normal
100.0,42.0,32.0,65.0,193.5,38.9,0.2,19,Monday,14,2464000.5,0,Heatwave
100.0,42.0,40.5,88.0,185.0,14.4,0.2,21,Monday,15,1852158.4,1,AI_Demand_High
100.0,42.0,22.5,92.9,206.0,11.6,0.2,12,Monday,16,2397235.1,0,Power_Spike
53.3,42.0,19.4,67.2,110.0,24.4,0.2,19,Monday,17,1196742.3,0,Normal
56.2,40.4,29.2,65.0,125.0,22.7,0.2,9,Monday,18,1172914.4,0,Heatwave
45.7,37.9,25.2,89.7,110.0,1.7,0.2,4,Monday,19,903886.9,0,Normal
40.4,36.3,31.6,66.6,125.0,13.2,0.2,8,Monday,20,698293.4,1,Heatwave
29.8,37.6,38.0,65.0,125.0,5.5,0.1,9,Monday,21,618753.8,0,Heatwave
45.0,30.0,23.9,70.7,130.0,7.8,0.1,2,Monday,22,686639.5,1,AI_Demand_High
46.0,42.0,36.3,75.4,110.0,1.1,0.1,9,Monday,23,784460.5,0,Maintenance
38.3,39.3,20.5,94.1,110.0,0.0,0.0,6,Tuesday,0,648014.6,0,Maintenance
42.8,30.3,22.0,94.3,110.0,0.0,0.1,9,Tuesday,1,833634.9,1,Normal
25.9,29.4,31.7,74.9,110.0,9.6,0.1,8,Tuesday,2,407990.8,1,Normal
66.1,42.0,42.9,93.9,113.0,18.7,0.1,4,Tuesday,3,1199797.9,0,Normal
25.0,29.8,41.2,74.0,110.0,14.0,0.1,7,Tuesday,4,435681.4,0,Normal
74.6,42.0,44.2,90.6,134.9,9.3,0.1,3,Tuesday,5,1399933.9,1,AI_Demand_High
41.6,31.5,35.6,71.4,135.0,10.4,0.1,1,Tuesday,6,657062.7,0,Power_Spike
50.7,38.3,36.2,89.8,135.0,15.4,0.2,4,Tuesday,7,629250.3,1,Power_Spike
78.9,42.0,34.9,75.6,127.7,21.1,0.2,15,Tuesday,8,1404605.8,0,Normal
67.9,42.0,38.0,65.0,128.2,28.1,0.2,24,Tuesday,9,1395803.5,0,Heatwave
61.2,42.0,28.0,83.0,157.2,23.0,0.2,24,Tuesday,10,1252622.8,1,Heatwave
78.7,42.0,38.0,65.0,156.5,35.0,0.2,16,Tuesday,11,1397861.4,0,Heatwave
100.0,42.0,28.4,94.8,215.4,25.8,0.2,24,Tuesday,12,1941128.8,0,Power_Spike
100.0,42.0,29.9,68.3,182.7,42.3,0.2,15,Tuesday,13,2181463.7,1,Normal
89.3,42.0,32.1,65.3,167.0,32.7,0.2,20,Tuesday,14,1927963.7,1,Normal
67.6,42.0,21.5,91.1,136.6,16.8,0.2,16,Tuesday,15,1271409.1,1,Normal
81.8,42.0,27.7,82.6,129.9,29.3,0.2,16,Tuesday,16,1747944.9,1,Normal
100.0,42.0,25.7,67.6,214.8,13.5,0.2,19,Tuesday,17,2555260.5,1,Heatwave
63.3,42.0,44.5,67.5,124.1,12.4,0.2,7,Tuesday,18,1307103.0,0,Normal
58.6,40.0,21.2,82.2,110.0,9.8,0.2,2,Tuesday,19,1242312.4,0,Normal
58.8,42.0,31.0,66.8,136.4,19.6,0.2,1,Tuesday,20,1202278.0,0,Heatwave
27.2,32.9,42.1,79.5,110.0,7.7,0.1,1,Tuesday,21,717712.1,0,Normal
62.1,42.0,31.0,83.9,125.9,2.1,0.1,1,Tuesday,22,1127272.3,0,Normal
25.2,27.0,21.7,84.2,110.0,3.9,0.1,6,Tuesday,23,369398.4,0,Normal
25.0,27.0,28.4,93.8,110.0,3.3,0.1,5,Wednesday,0,428971.2,0,Normal
64.6,42.0,21.1,84.7,124.8,12.5,0.1,9,Wednesday,1,1174147.8,0,Normal
25.0,27.0,23.4,75.2,110.0,0.0,0.1,6,Wednesday,2,550183.9,0,Normal
27.4,27.0,19.4,74.9,110.0,16.3,0.1,5,Wednesday,3,444661.0,0,Normal
45.3,38.9,29.8,79.3,110.0,0.0,0.1,7,Wednesday,4,914718.7,0,Normal
27.1,27.0,39.8,72.8,110.0,20.0,0.1,5,Wednesday,5,538379.8,0,Normal
84.8,42.0,33.8,76.3,150.1,24.5,0.1,1,Wednesday,6,1581883.0,1,AI_Demand_High
74.9,42.0,34.4,90.3,138.4,23.6,0.2,9,Wednesday,7,1052945.6,0,Power_Spike
54.9,33.3,23.4,90.8,130.0,22.1,0.2,15,Wednesday,8,1016271.4,1,AI_Demand_High
92.2,42.0,27.3,83.8,161.3,19.9,0.2,16,Wednesday,9,1771005.6,1,Normal
100.0,42.0,40.8,82.5,189.5,33.6,0.2,24,Wednesday,10,2000000.0,1,AI_Demand_High
74.4,42.0,20.4,77.8,139.7,25.7,0.2,15,Wednesday,11,1202519.8,1,AI_Demand_High
66.5,40.5,41.2,84.1,130.0,29.4,0.2,17,Wednesday,12,780630.2,1,AI_Demand_High
91.6,42.0,31.1,89.2,170.5,22.9,0.2,20,Wednesday,13,1895981.1,0,Normal
99.0,42.0,40.6,87.1,188.6,21.1,0.2,12,Wednesday,14,1564271.8,1,Power_Spike
100.0,42.0,26.6,66.1,193.7,27.7,0.2,15,Wednesday,15,2370527.9,1,Normal
86.4,42.0,27.1,86.9,162.1,14.5,0.2,21,Wednesday,16,1580098.0,0,Normal
63.0,42.0,38.3,86.6,122.7,18.3,0.2,14,Wednesday,17,1079967.7,0,Maintenance
40.0,27.0,39.2,68.0,135.0,9.3,0.2,3,Wednesday,18,514755.5,0,Power_Spike
57.3,30.0,24.2,69.5,130.0,14.8,0.2,8,Wednesday,19,707940.2,1,AI_Demand_High
73.0,42.0,44.3,88.6,136.0,7.7,0.2,8,Wednesday,20,1343317.9,1,AI_Demand_High
52.4,27.0,20.3,81.8,135.0,14.8,0.1,7,Wednesday,21,917004.2,1,Power_Spike
25.0,27.0,19.8,89.6,110.0,11.4,0.1,5,Wednesday,22,490170.8,0,Normal
58.1,42.0,38.0,65.0,129.3,1.9,0.1,2,Wednesday,23,1087369.5,0,Heatwave
31.6,33.0,37.5,65.9,110.0,0.0,0.1,5,Thursday,0,464291.1,0,Normal
79.9,42.0,43.9,69.9,156.0,0.0,0.1,4,Thursday,1,1422207.4,1,AI_Demand_High
77.8,42.0,28.9,78.6,133.0,12.6,0.0,8,Thursday,2,1398732.3,0,Normal
67.4,38.4,18.7,80.7,130.0,7.9,0.1,6,Thursday,3,1333366.4,1,AI_Demand_High
82.6,42.0,34.3,90.7,171.0,19.8,0.1,1,Thursday,4,1566307.7,1,AI_Demand_High
48.5,34.2,25.8,86.5,110.0,17.0,0.1,5,Thursday,5,1004222.8,0,Normal
46.3,32.7,29.7,94.7,110.0,15.5,0.1,8,Thursday,6,940466.1,1,Normal
37.1,37.8,31.2,67.4,110.0,21.2,0.1,1,Thursday,7,732365.9,0,Normal
100.0,42.0,25.7,65.0,193.0,16.4,0.2,12,Thursday,8,2274646.4,0,Heatwave
100.0,42.0,31.1,67.5,206.5,22.5,0.2,23,Thursday,9,2403003.2,1,Power_Spike
55.2,42.0,29.5,81.2,116.3,31.7,0.2,23,Thursday,10,936704.3,0,Maintenance
53.2,36.5,37.2,73.0,135.0,30.0,0.2,14,Thursday,11,769850.9,1,Power_Spike
100.0,42.0,35.4,85.5,197.9,30.8,0.2,24,Thursday,12,2000000.0,1,AI_Demand_High
64.7,41.6,23.0,69.0,136.7,38.3,0.2,12,Thursday,13,1307735.0,0,Normal
100.0,42.0,23.6,68.1,168.4,28.1,0.2,17,Thursday,14,2192953.1,1,Normal
90.7,42.0,24.8,78.8,171.3,23.7,0.2,24,Thursday,15,1834151.8,0,Normal
100.0,42.0,22.8,76.3,181.4,18.0,0.2,16,Thursday,16,2000000.0,1,AI_Demand_High
46.2,42.0,35.7,89.9,110.0,21.3,0.2,23,Thursday,17,786359.3,0,Maintenance
58.2,42.0,44.8,90.1,123.1,18.5,0.2,5,Thursday,18,1216365.5,0,Normal
45.7,41.3,35.6,68.5,110.0,27.7,0.2,3,Thursday,19,760315.5,1,Normal
82.5,42.0,34.4,89.4,139.5,10.4,0.2,2,Thursday,20,1667330.3,1,AI_Demand_High
60.8,42.0,29.1,81.9,134.0,8.2,0.1,1,Thursday,21,1302449.4,0,Normal
55.8,42.0,32.4,70.1,134.4,8.6,0.1,2,Thursday,22,782853.4,0,Heatwave
35.3,35.6,42.6,67.8,110.0,1.2,0.1,9,Thursday,23,831186.3,0,Normal
29.0,37.8,38.0,77.2,125.0,0.0,0.1,5,Friday,0,742993.3,0,Heatwave
59.3,41.6,31.4,66.8,135.0,3.4,0.1,8,Friday,1,798037.1,0,Power_Spike
55.2,34.4,25.8,73.3,130.0,8.6,0.1,3,Friday,2,1142731.8,1,AI_Demand_High
25.0,32.1,38.8,67.9,110.0,11.9,0.2,5,Friday,3,438141.9,0,Normal
58.8,42.0,27.6,70.9,125.2,14.3,0.1,7,Friday,4,917501.9,0,Heatwave
38.8,42.0,38.7,84.4,110.0,21.0,0.1,2,Friday,5,776305.3,0,Maintenance
30.0,34.3,40.1,91.7,110.0,17.1,0.1,3,Friday,6,838717.6,0,Normal
25.4,27.0,21.4,87.0,110.0,18.0,0.1,3,Friday,7,687176.0,0,Normal
100.0,42.0,44.4,93.8,188.3,11.1,0.2,22,Friday,8,1912787.5,0,Normal
57.5,42.0,44.6,87.8,115.3,22.5,0.2,20,Friday,9,1015744.6,0,Normal
84.5,42.0,43.3,73.9,144.2,28.1,0.2,22,Friday,10,1621685.5,1,AI_Demand_High
100.0,42.0,31.4,81.4,192.6,25.4,0.2,12,Friday,11,2000000.0,1,AI_Demand_High
40.9,33.9,24.6,78.7,110.0,38.0,0.2,24,Friday,12,651627.6,1,Normal
100.0,42.0,33.7,82.0,199.2,35.2,0.2,20,Friday,13,1724054.8,0,Power_Spike
100.0,42.0,29.3,82.2,194.5,31.7,0.2,12,Friday,14,1773383.3,0,Power_Spike
59.2,33.4,23.6,86.1,130.0,24.3,0.2,23,Friday,15,1272688.6,1,AI_Demand_High
100.0,42.0,29.4,67.5,162.7,24.1,0.2,21,Friday,16,2431278.2,0,Normal
69.3,42.0,38.0,77.4,135.5,14.9,0.2,18,Friday,17,1437286.5,1,Heatwave
25.0,27.0,19.9,69.3,110.0,28.1,0.2,4,Friday,18,500000.0,0,Maintenance
40.0,27.0,27.0,65.8,135.0,15.5,0.2,8,Friday,19,354864.3,0,Power_Spike
65.9,33.5,18.5,80.6,135.0,0.0,0.2,1,Friday,20,884229.5,1,Power_Spike
36.3,35.3,38.2,82.4,110.0,0.0,0.1,1,Friday,21,572275.9,0,Normal
27.8,32.7,35.3,66.0,110.0,13.1,0.1,6,Friday,22,500000.0,0,Maintenance
58.3,30.5,19.7,80.5,135.0,0.0,0.1,5,Friday,23,735155.4,0,Power_Spike
47.0,42.0,38.0,71.0,125.0,0.0,0.1,5,Saturday,0,896505.4,1,Heatwave
66.4,42.0,24.6,65.0,125.5,0.0,0.1,2,Saturday,1,1320525.5,0,Heatwave
39.6,36.8,33.9,86.3,110.0,2.9,0.1,2,Saturday,2,683526.9,0,Normal
30.4,30.1,39.0,71.3,110.0,11.1,0.1,4,Saturday,3,599620.0,0,Normal
92.6,42.0,39.3,88.8,169.3,5.3,0.2,2,Saturday,4,1304893.1,0,Power_Spike
43.0,32.7,24.9,65.0,125.0,9.7,0.1,4,Saturday,5,1032012.8,0,Heatwave
61.8,42.0,42.5,79.3,143.1,21.9,0.1,5,Saturday,6,1297126.6,0,Normal
45.5,30.0,42.8,91.8,130.0,32.1,0.1,4,Saturday,7,630735.0,1,AI_Demand_High
80.3,42.0,33.2,89.2,143.3,21.9,0.2,17,Saturday,8,1252405.7,1,Power_Spike
44.7,35.4,31.0,88.5,110.0,15.5,0.2,23,Saturday,9,741507.0,1,Normal
93.4,42.0,19.2,69.8,174.7,34.4,0.2,24,Saturday,10,1569995.7,0,Power_Spike
40.4,37.2,33.2,66.4,110.0,42.5,0.2,14,Saturday,11,979537.0,1,Normal
100.0,42.0,29.1,83.2,214.4,41.4,0.2,13,Saturday,12,2000000.0,1,AI_Demand_High
60.8,42.0,38.9,77.3,134.2,22.8,0.2,12,Saturday,13,1124942.0,1,Normal
69.0,38.4,28.9,92.3,130.0,26.5,0.2,16,Saturday,14,1455522.1,1,AI_Demand_High
100.0,42.0,36.5,75.5,183.2,23.5,0.2,15,Saturday,15,2000000.0,1,AI_Demand_High
100.0,42.0,20.7,77.3,164.0,23.6,0.2,20,Saturday,16,2294552.0,1,Normal
100.0,42.0,21.6,80.8,220.0,18.2,0.2,21,Saturday,17,2425595.9,0,Power_Spike
54.8,32.2,21.8,88.9,130.0,18.5,0.2,1,Saturday,18,966167.2,1,AI_Demand_High
50.2,30.0,19.2,73.0,130.0,12.5,0.2,9,Saturday,19,607972.7,1,AI_Demand_High
33.8,37.8,32.6,93.3,110.0,17.8,0.2,8,Saturday,20,571161.8,0,Maintenance
46.7,42.0,38.0,71.2,125.0,8.7,0.1,4,Saturday,21,1087901.5,0,Heatwave
43.6,39.3,34.5,90.2,110.0,3.3,0.1,2,Saturday,22,765886.8,0,Normal
30.9,31.4,33.5,80.8,110.0,6.3,0.1,3,Saturday,23,790202.7,0,Normal
34.5,35.0,36.4,88.2,110.0,2.1,0.1,9,Sunday,0,650861.4,1,Normal
25.0,27.0,27.2,66.5,110.0,6.5,0.1,2,Sunday,1,530663.0,0,Normal
53.6,42.0,27.8,89.0,110.0,3.9,0.1,8,Sunday,2,1115504.6,1,Normal
33.3,36.2,26.5,80.7,110.0,16.8,0.1,1,Sunday,3,534220.7,0,Maintenance
43.8,38.9,37.2,78.5,110.0,17.6,0.1,4,Sunday,4,813129.8,0,Normal
49.3,33.0,22.4,68.3,110.0,14.5,0.1,3,Sunday,5,825701.8,0,Normal
49.5,27.0,18.4,87.2,135.0,18.9,0.2,2,Sunday,6,699209.0,0,Power_Spike
78.5,42.0,34.1,68.9,147.9,18.8,0.1,3,Sunday,7,1232256.9,0,Power_Spike
43.1,42.0,43.4,70.8,110.0,26.8,0.2,14,Sunday,8,913699.8,1,Normal
91.9,42.0,34.5,68.8,189.8,31.2,0.2,20,Sunday,9,1517096.1,0,Power_Spike
100.0,42.0,39.1,65.2,205.7,30.7,0.2,14,Sunday,10,2044441.1,0,Power_Spike
98.8,42.0,38.0,74.9,213.1,27.2,0.2,20,Sunday,11,1986991.5,1,Heatwave
81.0,42.0,31.4,73.1,143.0,27.8,0.2,15,Sunday,12,1835936.7,0,Normal
65.7,41.7,37.4,69.5,130.0,33.8,0.2,12,Sunday,13,1048806.7,1,AI_Demand_High
100.0,42.0,40.3,74.6,196.9,24.8,0.2,19,Sunday,14,2347532.2,0,Normal
70.0,42.0,24.1,80.0,132.3,32.6,0.2,21,Sunday,15,1375494.9,0,Maintenance
100.0,42.0,27.1,80.1,209.0,14.3,0.2,16,Sunday,16,2485977.0,0,Power_Spike
89.1,42.0,24.0,76.0,169.5,28.3,0.2,13,Sunday,17,1445574.0,1,AI_Demand_High
52.1,34.5,30.2,79.8,130.0,17.8,0.2,9,Sunday,18,698769.1,1,AI_Demand_High
48.6,41.0,41.9,77.8,110.0,9.5,0.2,7,Sunday,19,1000172.6,0,Normal
62.0,42.0,27.3,89.7,135.3,6.6,0.2,6,Sunday,20,1376022.2,0,Normal
25.0,27.0,28.1,65.9,110.0,7.5,0.1,2,Sunday,21,389975.6,0,Normal
85.9,42.0,41.2,91.0,141.4,7.6,0.1,6,Sunday,22,1394207.6,1,AI_Demand_High
39.4,42.0,31.9,72.3,110.0,0.0,0.1,7,Sunday,23,665802.5,0,Maintenance
45.0,30.5,32.5,86.7,130.0,0.0,0.1,5,Monday,0,659572.2,1,AI_Demand_High
69.2,42.0,41.2,77.2,122.2,1.0,0.1,5,Monday,1,1322980.4,1,Normal
25.0,33.6,31.2,73.8,110.0,5.6,0.1,4,Monday,2,441392.0,0,Normal
63.2,42.0,36.4,83.5,110.0,13.0,0.1,1,Monday,3,1083020.4,0,Normal
75.2,42.0,20.3,88.1,144.9,10.9,0.1,7,Monday,4,1340780.0,0,Normal
40.0,27.0,22.8,78.5,135.0,12.2,0.2,3,Monday,5,453585.3,0,Power_Spike
75.7,42.0,28.9,79.0,130.0,18.9,0.1,5,Monday,6,1426677.0,1,AI_Demand_High
48.0,33.4,31.4,66.8,130.0,21.4,0.1,8,Monday,7,1048814.8,1,AI_Demand_High
27.0,33.5,44.1,92.7,110.0,17.2,0.2,13,Monday,8,717268.5,1,Normal
100.0,42.0,44.2,90.4,185.2,21.7,0.2,15,Monday,9,2494939.2,1,Normal
39.3,36.7,41.0,76.9,110.0,16.3,0.2,20,Monday,10,769424.5,1,Normal
100.0,42.0,26.5,87.9,166.5,31.3,0.2,22,Monday,11,2289905.8,1,Normal
94.1,42.0,44.0,74.4,161.7,38.3,0.2,24,Monday,12,2043860.0,0,Normal
32.3,37.3,38.0,76.9,125.0,34.7,0.2,13,Monday,13,680317.3,0,Heatwave
61.8,42.0,28.6,80.5,122.0,24.3,0.2,19,Monday,14,1174815.2,0,Normal
88.3,42.0,36.9,78.8,132.8,29.7,0.2,20,Monday,15,1701707.8,1,Normal
100.0,42.0,18.4,66.7,200.4,11.9,0.2,23,Monday,16,2000000.0,1,AI_Demand_High
100.0,42.0,21.9,94.0,190.9,5.7,0.2,14,Monday,17,2000000.0,1,AI_Demand_High
40.0,27.6,40.4,90.1,135.0,12.6,0.2,5,Monday,18,480701.9,0,Power_Spike
58.9,42.0,35.4,88.8,110.0,8.2,0.2,4,Monday,19,1069741.4,0,Normal
72.2,42.0,27.8,74.1,139.2,18.0,0.2,8,Monday,20,1350685.7,0,Normal
25.0,27.0,31.5,73.7,110.0,15.8,0.1,8,Monday,21,478707.6,0,Normal
36.0,36.6,42.4,82.2,110.0,13.5,0.1,5,Monday,22,811854.4,1,Normal
25.0,31.8,35.1,90.4,110.0,5.9,0.1,5,Monday,23,416679.9,0,Normal
25.0,27.0,28.8,93.0,110.0,3.8,0.1,1,Tuesday,0,762005.3,1,Normal
46.9,30.0,21.2,73.1,130.0,0.0,0.1,5,Tuesday,1,596547.8,1,AI_Demand_High
25.0,27.0,25.9,83.2,110.0,14.2,0.1,1,Tuesday,2,500000.0,0,Maintenance
55.3,42.0,44.4,86.7,110.0,14.5,0.1,4,Tuesday,3,989822.4,0,Normal
47.5,30.0,29.8,71.8,130.0,3.4,0.1,7,Tuesday,4,817261.2,1,AI_Demand_High
45.9,36.2,30.7,77.2,110.0,17.4,0.1,2,Tuesday,5,992291.3,1,Normal
45.7,27.0,31.5,70.6,135.0,14.2,0.1,1,Tuesday,6,794923.5,0,Power_Spike
53.1,42.0,41.9,86.0,110.0,27.4,0.2,2,Tuesday,7,1181855.5,0,Normal
50.7,42.0,38.0,80.9,125.0,12.8,0.2,18,Tuesday,8,1156470.9,1,Heatwave
91.5,42.0,36.7,91.3,185.1,21.6,0.2,14,Tuesday,9,1709670.3,1,Normal
100.0,42.0,28.5,85.1,167.3,24.4,0.2,16,Tuesday,10,2108940.6,0,Normal
26.4,30.6,18.8,75.4,110.0,31.8,0.2,12,Tuesday,11,500000.0,0,Maintenance
67.2,42.0,43.1,84.8,110.0,47.9,0.2,21,Tuesday,12,1389095.5,1,Normal
100.0,42.0,43.6,90.9,194.4,35.8,0.2,21,Tuesday,13,2331806.1,1,Normal
100.0,42.0,43.6,83.8,186.9,19.3,0.2,21,Tuesday,14,2490582.9,1,Normal
37.4,42.0,43.5,77.4,110.0,29.2,0.2,19,Tuesday,15,598076.7,0,Maintenance
70.0,42.0,40.0,92.6,143.2,18.6,0.2,15,Tuesday,16,1321852.0,0,Maintenance
70.0,42.0,36.5,90.1,132.8,21.3,0.2,24,Tuesday,17,1409854.7,0,Maintenance
25.0,36.6,40.8,91.5,110.0,15.3,0.2,2,Tuesday,18,500000.0,0,Maintenance
62.8,41.2,34.2,92.1,130.0,6.8,0.2,8,Tuesday,19,1095748.1,1,AI_Demand_High
71.1,41.4,21.6,76.8,130.0,5.4,0.2,5,Tuesday,20,1150186.8,1,AI_Demand_High
29.2,27.6,28.6,90.8,110.0,4.6,0.1,2,Tuesday,21,664211.8,0,Normal
62.6,39.2,44.2,82.1,146.0,5.1,0.2,9,Tuesday,22,947449.3,0,Power_Spike
36.0,40.9,27.5,66.1,110.0,4.1,0.1,6,Tuesday,23,640071.6,0,Maintenance
25.0,30.7,41.4,84.1,110.0,0.0,0.0,8,Wednesday,0,432623.1,0,Normal
40.3,27.0,20.5,79.1,135.0,13.2,0.1,2,Wednesday,1,791185.5,0,Power_Spike
43.0,27.0,27.0,73.3,135.0,9.0,0.1,5,Wednesday,2,779209.9,0,Power_Spike
49.9,42.0,27.5,94.1,110.0,12.2,0.1,3,Wednesday,3,924774.2,1,Normal
66.3,42.0,25.4,65.0,169.3,10.8,0.0,8,Wednesday,4,1200851.4,1,Heatwave
42.1,33.7,21.2,93.4,110.0,5.4,0.1,1,Wednesday,5,952084.0,0,Normal
51.1,30.0,23.2,69.8,130.0,22.8,0.1,9,Wednesday,6,782656.6,1,AI_Demand_High
69.0,42.0,40.6,76.3,127.0,14.5,0.1,6,Wednesday,7,1345257.2,1,Normal
55.9,42.0,19.7,77.5,115.7,11.2,0.2,24,Wednesday,8,909189.1,0,Maintenance
34.8,34.7,32.1,76.9,125.0,24.4,0.2,12,Wednesday,9,938466.1,1,Heatwave
27.3,27.0,18.3,71.5,110.0,24.6,0.2,14,Wednesday,10,651380.6,1,Normal
100.0,42.0,36.8,94.6,218.4,23.7,0.2,24,Wednesday,11,2335205.6,1,Power_Spike
42.9,39.9,34.7,87.5,110.0,32.2,0.2,19,Wednesday,12,774100.6,1,Normal
